Frequency results for the parameter Y: height of secondary frequency peak

frame group	arc length (µm)
	0.000000	0.550000	1.100000	1.650000	2.200000	2.750000	3.300000	3.850000	4.400000	4.950000	5.500000	6.050000	6.600000	7.150000	7.700000	8.250000	8.800000	9.350000	9.900000	10.450000	11.000000	11.550000	12.100000	12.650000	13.200000	13.750000	14.300000	14.850000	15.400000	15.950000	16.500000	17.050000	17.600000	18.150000	18.700000	19.250000	19.800000	20.350000	20.900000	21.450000	22.000000	22.550000	23.100000	23.650000	24.200000	24.750000	25.300000	25.850000	26.400000	26.950000	27.500000	28.050000	28.600000	29.150000	29.700000	30.250000	30.800000	31.350000	31.900000	32.450000	33.000000	33.550000	34.100000	34.650000	35.200000	35.750000	36.300000	36.850000	37.400000	37.950000	38.500000	39.050000	39.600000	40.150000	40.700000	41.250000	41.800000	42.350000	42.900000	43.450000	44.000000	44.550000	45.100000	45.650000	46.200000	46.750000	47.300000	47.850000	48.400000	48.950000	49.500000	50.050000	50.600000	51.150000	51.700000	52.250000	52.800000	53.350000	53.900000	54.450000	55.000000	55.550000	56.100000	56.650000	57.200000	57.750000	58.300000	58.850000	59.400000	59.950000	60.500000	61.050000	61.600000	62.150000	62.700000	63.250000	63.800000	64.350000	64.900000	65.450000	66.000000	66.550000	67.100000	67.650000	68.200000	68.750000	69.300000	69.850000	70.400000	70.950000	71.500000	72.050000	72.600000	73.150000	73.700000	74.250000	74.800000	75.350000	75.900000	76.450000	77.000000	77.550000	78.100000	78.650000	79.200000	79.750000	80.300000	80.850000	81.400000	81.950000	82.500000	83.050000	83.600000	84.150000	84.700000	85.250000	85.800000	86.350000	86.900000	87.450000	88.000000	88.550000	89.100000	89.650000	90.200000	90.750000	91.300000	91.850000	92.400000	92.950000	93.500000	94.050000	94.600000	95.150000	95.700000	96.250000	96.800000	97.350000	97.900000	98.450000	99.000000	99.550000	100.100000	100.650000	101.200000	101.750000	102.300000	102.850000	103.400000	103.950000	104.500000	105.050000	105.600000	106.150000	106.700000	107.250000	107.800000	108.350000	108.900000	109.450000	110.000000	110.550000	111.100000	111.650000	112.200000	112.750000	113.300000	113.850000	114.400000	114.950000	115.500000	116.050000	116.600000	117.150000	117.700000	118.250000	118.800000	119.350000	119.900000	120.450000	121.000000	121.550000	122.100000	122.650000	123.200000	123.750000	124.300000	124.850000	125.400000	125.950000	126.500000	127.050000	127.600000	128.150000	128.700000	129.250000	129.800000	130.350000	130.900000	131.450000	132.000000	132.550000	133.100000	133.650000	134.200000	134.750000	135.300000	135.850000	136.400000	136.950000	137.500000	138.050000	138.600000	139.150000	139.700000	140.250000	140.800000	141.350000	141.900000	142.450000	143.000000	143.550000	144.100000	144.650000	145.200000	145.750000	146.300000	146.850000	147.400000	147.950000	148.500000	149.050000	149.600000	150.150000	150.700000	151.250000	151.800000	152.350000	152.900000	153.450000	154.000000	154.550000	155.100000	155.650000	156.200000	156.750000	157.300000	157.850000	158.400000	158.950000	159.500000	160.050000	160.600000	161.150000	161.700000	162.250000	162.800000	163.350000	163.900000	164.450000	165.000000	165.550000	166.100000	166.650000	167.200000	167.750000	168.300000	168.850000	169.400000	169.950000	170.500000	171.050000	171.600000	172.150000	172.700000	173.250000	173.800000	174.350000	174.900000	175.450000	176.000000	176.550000	177.100000	177.650000	178.200000	178.750000	179.300000	179.850000	180.400000	180.950000	181.500000	182.050000	182.600000	183.150000	183.700000	184.250000	184.800000	185.350000	185.900000	186.450000	187.000000	187.550000	188.100000	188.650000	189.200000	189.750000	190.300000	190.850000	191.400000	191.950000	192.500000	193.050000	193.600000	194.150000	194.700000	195.250000	195.800000	196.350000	196.900000	197.450000	198.000000	198.550000	199.100000	199.650000	200.200000	200.750000	201.300000	201.850000	202.400000	202.950000	203.500000	204.050000	204.600000	205.150000	205.700000	206.250000	206.800000	207.350000	207.900000	208.450000	209.000000	209.550000	210.100000	210.650000	211.200000	211.750000	212.300000	212.850000	213.400000	213.950000	214.500000	215.050000	215.600000	216.150000	216.700000	217.250000	217.800000	218.350000	218.900000	219.450000	220.000000	220.550000	221.100000	221.650000	222.200000	222.750000	223.300000	223.850000	224.400000	224.950000	225.500000	226.050000	226.600000	227.150000	227.700000	228.250000	228.800000	229.350000	229.900000	230.450000	231.000000	231.550000	232.100000	232.650000	233.200000	233.750000	234.300000	234.850000	235.400000	235.950000	236.500000	237.050000	237.600000	238.150000	238.700000	239.250000	239.800000	240.350000	240.900000	241.450000	242.000000	242.550000	243.100000	243.650000	244.200000	244.750000	245.300000	245.850000	246.400000	246.950000	247.500000	248.050000
0-200	12.498178	16.760887	21.023595	25.453438	29.085113	32.497474	35.323054	36.292758	36.292758	36.292758	32.959629	24.610818	24.610818	24.610818	24.818921	31.849138	34.000405	37.576668	39.218446	39.218446	43.339942	46.835551	49.947239	52.908682	55.057483	57.945749	60.747203	64.521522	70.542999	76.666783	82.782846	88.429814	94.422844	101.098850	106.948760	112.080032	118.745803	125.559167	132.314756	138.485571	145.436622	152.797307	159.361066	166.166167	173.396523	180.356327	190.815667	198.514371	205.746940	212.944267	212.944267	212.944267	144.091284	144.091284	144.091284	146.466589	146.466589	146.466589	146.466589	150.912295	152.358952	152.358952																																																																																																																																																																																																																																																																																																																																																																																																					
1-201	12.327143	16.530703	20.734264	25.067892	28.724187	32.282732	35.115717	36.160081	36.160081	36.160081	33.196365	24.760015	24.760015	24.760015	25.338612	32.077716	34.367103	38.052222	39.338636	39.338636	43.146809	46.056942	49.172109	52.121241	54.278473	57.139764	59.919623	65.272288	71.296029	77.467998	83.608149	89.285865	95.340707	102.064860	107.972367	113.195278	119.942613	126.822378	133.679119	139.919911	146.970480	154.435745	161.075218	167.978293	175.324487	182.368156	192.880089	200.650411	208.796221	216.141707	216.141707	216.141707	149.050636	149.050636	149.050636	152.147941	152.147941	152.147941	152.147941	154.493266	154.493266																																																																																																																																																																																																																																																																																																																																																																																																						
2-202	12.117173	16.229508	20.341843	24.517451	28.135047	31.802750	34.629928	35.764471	35.764471	35.764471	33.287481	24.967201	24.967201	24.967201	25.965944	32.437957	35.015236	38.999394	41.472463	41.472463	45.449283	48.364673	50.582451	53.200064	55.911213	58.389348	61.638747	66.886877	72.955464	79.180361	85.352419	91.113672	97.248709	104.026004	110.037697	115.344114	122.177930	129.130529	136.098605	142.442026	149.560267	157.144956	163.895293	170.885513	178.336422	185.496051	196.115365	203.994889	212.208674	219.715265	219.715265	219.715265	155.611873	155.611873	155.611873	159.920870	159.920870	159.920870	159.920870	162.431057	162.431057																																																																																																																																																																																																																																																																																																																																																																																																						
3-203	11.976141	16.021374	20.066607	24.172210	27.650794	31.355476	34.181794	35.420655	35.420655	35.420655	33.141937	25.062853	25.062853	25.062853	26.144512	27.102430	30.271730	38.574667	38.574667	42.267365	46.228815	49.035336	51.195914	53.788277	56.438135	58.877257	62.089618	67.063054	73.126059	79.359244	85.532290	91.299647	97.458990	104.245065	110.279239	115.610009	122.469390	129.449673	136.439082	142.805977	149.952273	157.570880	164.344820	171.369550	178.858298	186.050502	196.694236	204.615252	212.882471	220.430645	220.430645	220.430645	157.182038	157.182038	157.182038	161.958221	161.958221	161.958221	161.958221	164.788450	164.788450																																																																																																																																																																																																																																																																																																																																																																																																						
4-204	11.925037	15.933701	19.942364	24.024659	27.235130	30.900331	33.724486	35.070725	35.070725	35.070725	33.040427	25.246749	25.246749	25.246749	26.153606	27.097322	30.764579	38.921204	38.921204	42.534381	46.406752	49.134129	51.231408	53.761901	56.377638	58.774834	61.965148	67.059843	73.123146	79.357225	85.534055	91.303235	97.463334	104.251857	110.287628	115.621579	122.483013	129.464753	136.454336	142.824323	149.969371	157.584352	164.355961	171.375133	178.856635	186.039791	196.671415	204.581608	212.837467	220.372977	220.372977	220.372977	157.052491	157.052491	157.052491	161.801372	161.801372	161.801372	161.801372	164.427652	164.427652																																																																																																																																																																																																																																																																																																																																																																																																						
5-205	11.955227	15.954989	19.954750	24.029373	27.218389	30.891504	33.722210	35.080910	35.080910	35.080910	33.035223	25.268172	25.268172	25.268172	26.107823	27.110860	30.977677	35.565077	39.179894	42.817506	46.686663	49.373206	51.433817	53.899918	56.433292	58.731230	61.806210	66.476140	72.482204	78.644702	84.731449	90.417938	96.515602	103.206667	109.140165	114.375805	121.129968	128.014015	134.874934	141.085630	148.098055	155.597785	162.213400	169.046689	176.393044	183.412925	193.840200	201.599895	209.730809	217.164977	217.164977	217.164977	148.439273	148.439273	148.439273	152.464071	152.464071	152.464071	152.464071	161.422234	161.422234																																																																																																																																																																																																																																																																																																																																																																																																						
6-206	11.564194	15.519444	19.474694	23.526591	27.835771	31.680477	34.481863	35.555072	35.555072	35.555072	33.255825	25.212949	25.212949	25.212949	26.294079	27.215404	30.929370	39.185393	39.185393	42.824958	46.687158	49.356059	51.384736	53.809036	56.287567	58.511076	61.511222	66.124971	72.053593	78.119094	84.141255	89.731659	95.712510	102.314639	108.159839	113.255713	119.893547	126.697743	133.408501	139.477052	146.392364	153.730207	160.224854	166.925842	174.085201	180.987373	191.224691	198.731205	206.742788	214.048981	214.048981	214.048981	144.263240	144.263240	144.263240	150.594305	153.693083	154.132310	154.301016	164.849372	164.849372																																																																																																																																																																																																																																																																																																																																																																																																						
7-207	11.310498	15.214940	19.119383	23.768427	28.133534	31.914637	34.657697	35.635007	35.635007	35.635007	33.274885	25.214963	25.214963	25.214963	26.165051	27.004911	30.815778	35.349975	38.892323	42.426203	46.146493	48.657515	50.528348	52.983658	55.069097	57.101022	59.907260	64.569201	70.360516	76.280031	82.136204	87.555826	93.405369	99.833082	105.447561	110.440296	116.897960	123.454907	130.036160	135.863836	142.503988	149.739242	156.014644	162.464646	169.404866	176.098817	186.038822	193.320475	201.206108	208.236145	208.236145	208.236145	139.681033	139.681033	139.681033	156.630111	160.378266	163.461270	163.965929	174.678863	174.678863																																																																																																																																																																																																																																																																																																																																																																																																						
8-208	11.084199	14.946636	18.809074	24.015813	28.383986	32.131052	34.857545	35.774117	35.774117	35.774117	33.308044	25.225039	25.225039	25.225039	26.255988	27.106848	30.895845	35.428870	38.943900	42.425092	46.090907	48.497658	50.282107	53.260764	55.108124	57.032673	59.666855	63.833301	69.517622	75.344881	81.087167	86.403340	92.175126	98.440695	103.966914	108.848997	115.129618	121.576377	128.038746	133.705262	140.172759	147.316380	153.377020	159.624826	166.462108	173.049313	182.704841	189.736894	197.487937	204.327402	204.327402	204.327402	145.104094	145.104094	145.104094	162.300722	166.170059	169.485945	170.249620	183.133459	183.133459																																																																																																																																																																																																																																																																																																																																																																																																						
9-209	11.375352	15.276911	19.178470	23.827533	28.193908	32.006114	34.850986	35.854795	35.854795	35.854795	33.424704	25.194809	25.194809	25.194809	26.381631	27.254527	30.959213	35.352130	38.692354	41.705816	45.524791	48.754734	51.763320	55.359928	57.642128	59.937691	63.053291	65.694532	68.059855	70.021423	74.967366	79.729878	84.616241	90.145879	94.763546	98.978085	104.440779	109.890611	115.629798	120.481985	126.065563	132.301954	137.667233	143.054268	148.749446	154.501711	163.327504	169.438347	176.318835	182.369155	182.369155	182.369155	167.074063	167.074063	167.074063	184.020741	188.671130	192.353051	193.567293	214.428766	221.714867	221.714867																																																																																																																																																																																																																																																																																																																																																																																																					
10-210	11.340609	15.213044	19.085480	23.830321	28.209629	32.014782	34.871874	35.880709	35.880709	35.880709	33.441984	25.280705	25.280705	25.280705	26.604128	31.383885	31.383885	39.163523	39.163523	42.193070	45.335271	48.462909	51.480100	55.089635	57.377006	59.721501	62.945922	65.598172	67.985317	69.957730	75.090197	79.808116	84.660629	90.163187	94.759657	98.919653	104.378213	109.849131	115.484899	120.306759	125.910161	132.057655	137.445166	142.753039	148.405205	154.158112	162.837571	168.936486	175.771657	181.726324	181.726324	181.726324	167.989942	167.989942	167.989942	185.008792	189.670895	193.252162	194.373811	212.370302	219.538628	219.538628																																																																																																																																																																																																																																																																																																																																																																																																					
11-211	11.386473	15.258426	19.130378	23.724144	28.091818	31.874495	34.748167	35.806164	35.806164	35.806164	33.427514	25.441937	25.441937	25.441937	26.850855	32.944181	35.632600	39.747049	42.666421	42.666421	45.751231	48.132225	51.112576	54.685295	56.920078	59.597945	63.109705	65.772853	68.174447	71.011580	76.228702	81.030087	85.912786	91.478964	96.145315	100.344582	105.901905	111.399780	117.055546	121.994150	127.641694	133.805600	139.274433	144.630119	150.308293	156.103266	164.801669	170.916090	177.835541	183.825425	183.825425	183.825425	166.222248	166.222248	166.222248	183.334109	187.956349	191.623556	192.736919	210.759412	217.747068	217.747068																																																																																																																																																																																																																																																																																																																																																																																																					
12-212	11.849892	15.956659	20.063427	24.455411	27.608556	30.352288	33.177589	34.206154	34.206154	34.206154	32.176262	26.479590	26.479590	26.479590	26.509394	27.595270	31.401551	36.068574	39.553615	42.639636	45.750902	48.071430	51.304777	54.667206	57.471313	60.997714	64.770087	67.769319	70.461731	73.644506	79.044343	83.997077	89.104635	94.778558	99.462161	103.618811	109.227245	114.807760	120.459572	125.393264	131.057034	137.323691	142.828302	148.170466	153.853185	159.542114	167.995900	173.581692	180.115523	185.825398	185.825398	185.825398	166.455450	166.455450	166.455450	183.934435	188.956058	192.780627	193.761860	211.947470	219.046131	219.046131																																																																																																																																																																																																																																																																																																																																																																																																					
13-213	11.719009	15.869659	20.020309	24.609293	27.927935	30.711515	32.825155	33.926406	33.926406	33.926406	32.078669	26.497415	26.382090	26.382090	26.382090	27.446329	31.253367	39.273569	39.273569	42.313631	45.348767	48.489657	52.108551	55.524977	58.413423	62.124530	65.963876	69.028086	71.787877	74.270366	79.683015	84.639182	89.803594	95.511315	100.210183	104.410963	110.049766	115.671823	121.356604	126.328049	132.035052	138.327249	143.863459	149.246209	154.980556	160.671465	169.129798	174.765106	181.361689	187.105016	187.105016	187.105016	164.772965	164.772965	164.772965	182.461049	187.381203	191.205062	192.283769	210.377894	217.138574	217.138574																																																																																																																																																																																																																																																																																																																																																																																																					
14-214	11.889276	16.093995	20.298714	24.952547	28.321328	31.125486	32.851924	33.676380	33.676380	33.676380	31.990696	26.483093	26.150567	26.150567	26.150567	27.183732	30.915082	39.850750	41.805060	41.805060	45.219646	48.465183	52.095915	55.521949	58.837814	63.024067	66.979851	70.127618	72.963945	75.356980	79.869272	84.841557	90.027750	95.743094	100.448739	104.654055	110.302339	115.924188	121.620551	126.589789	132.286528	138.600313	144.129853	149.507731	155.256073	160.949212	169.356596	174.982167	181.604231	187.346182	187.346182	187.346182	163.853576	163.853576	163.853576	181.814878	186.663607	190.123519	191.161808	209.227313	215.971082	215.971082																																																																																																																																																																																																																																																																																																																																																																																																					
15-215	12.045174	16.325796	20.606418	25.309809	28.727186	31.546173	33.271370	33.290410	33.290410	33.290410	31.858034	26.471329	25.737495	25.737495	25.737495	32.946022	35.858379	40.058843	41.493921	41.493921	45.609436	48.640778	51.476781	54.905164	59.542009	63.784323	67.814026	71.046245	73.937281	76.396078	79.620695	84.572204	89.743492	95.429052	100.111308	104.281732	109.895656	115.476066	121.125744	126.038562	131.686803	137.949566	143.405420	148.735800	154.438173	160.052734	168.337744	173.886579	180.464450	180.464450	180.464450	161.703192	161.703192	161.703192	164.180776	182.573808	187.390811	191.854985	193.029191	210.929622	216.633365	216.633365																																																																																																																																																																																																																																																																																																																																																																																																					
16-216	11.973244	16.181534	20.389823	25.061740	28.406881	31.201067	32.959480	34.112579	34.112579	34.112579	32.237209	26.288776	26.271080	26.271080	26.271080	27.361373	31.065749	39.781730	41.671918	41.671918	45.246283	48.378429	51.575047	54.860263	59.576484	63.879229	67.975098	71.277221	74.235950	76.781713	79.101002	83.760345	88.808187	94.373579	98.925567	102.953856	108.437270	113.870420	119.368569	124.120690	129.594887	135.694609	140.966503	146.105004	151.622466	157.023547	165.010738	170.326325	176.697691	176.697691	176.697691	164.582860	164.582860	164.582860	167.149892	186.219240	191.126571	196.154534	197.581562	221.804327	226.255987	226.255987																																																																																																																																																																																																																																																																																																																																																																																																					
17-217	12.261657	16.489799	20.717941	25.460325	28.743534	31.511915	34.127767	35.000394	35.000394	35.000394	32.664315	26.105675	26.105675	26.105675	26.906789	28.292867	32.056321	36.513407	39.870746	42.724304	45.426254	48.166555	51.644403	54.887651	59.857309	64.149629	68.208166	71.480850	74.413214	76.922648	79.246166	83.967349	88.907044	94.371443	98.799020	102.714401	108.075493	113.374886	118.742050	123.355489	128.685207	134.634229	139.747354	144.715899	150.058194	155.279292	163.073870	168.177711	174.332678	174.332678	174.332678	167.046414	167.046414	167.046414	169.737883	192.281160	197.428854	202.971780	204.763749	223.486624	227.947475	227.947475																																																																																																																																																																																																																																																																																																																																																																																																					
18-218	12.616931	16.916589	21.216247	26.066790	29.365528	32.134956	34.784353	35.572037	35.572037	35.572037	32.941047	26.026784	26.026784	26.026784	27.513523	29.070433	32.546198	36.931694	40.235329	43.030286	45.628124	47.294033	50.873747	55.469025	60.382437	64.579731	68.561225	71.754657	74.571052	76.984286	79.196464	83.768856	88.571877	93.888268	98.173153	101.933977	107.129865	112.271612	117.467262	121.893563	127.063264	132.831078	137.715388	142.497662	147.608998	152.594806	160.152809	164.994206	170.904680	170.904680	170.904680	170.763653	170.763653	170.763653	173.659277	190.370824	195.621638	201.244252	203.133416	222.011928	226.627006	226.627006																																																																																																																																																																																																																																																																																																																																																																																																					
19-219	13.223930	17.670707	22.117485	27.104653	30.443009	33.204360	35.336169	36.054801	36.054801	36.054801	33.211417	25.929130	25.929130	25.929130	27.993254	29.787306	32.544192	36.732243	39.894665	42.529815	44.853463	46.965854	53.018488	58.609006	63.587339	67.859895	71.883591	75.086101	77.956927	80.401470	82.673017	87.311345	92.139501	97.486015	101.850013	105.609785	110.829887	116.026006	121.195516	125.642560	130.799738	136.527710	141.468649	146.233242	151.293659	156.222839	163.755153	168.574434	174.397379	174.397379	174.397379	168.236955	168.236955	168.236955	171.237637	187.983966	193.330648	199.031592	200.985806	219.962654	224.727624	224.727624																																																																																																																																																																																																																																																																																																																																																																																																					
20-220	13.325717	17.850221	22.374725	27.490582	30.941375	33.798056	35.516078	36.250031	36.250031	36.250031	33.330457	25.345800	25.345800	25.345800	28.143659	29.990928	32.189598	36.291167	39.407748	42.043592	44.374290	47.551876	53.465405	58.915603	63.727067	67.829236	71.698146	74.726745	77.424430	79.713491	81.829190	86.338113	91.060197	96.278869	100.510662	104.140141	109.233569	114.289479	119.283594	123.561386	128.541723	134.085715	138.848244	143.438042	148.321494	153.072975	160.429603	165.062685	170.684913	170.684913	170.684913	170.684913	170.684913	172.589062	175.821680	192.887332	198.468644	204.504767	206.706208	225.881528	230.551198	230.551198																																																																																																																																																																																																																																																																																																																																																																																																					
