Saving date:	2021-02-15	21:06:13	Analysis started:	2021-02-15	21:03:48
Processed image:	Rabbit delta 78 heterozygote022_SpQP.tif

SETTINGS: 
	Sample rate [Hz]:	200.000000
	Tethered sperm:	false
	xy calibration [um]:	0.550000
	TRACE GENERATION
	Selected thresholding method:	Default
	Gaussian blur for trace generation - sigma:	0.500
	Repeat gaussian blur after binarization:	true
	Blur only inside manual selection:	false
	Upscale trace (fold):	3
	Head center-of-mass added as first point of trace:	false
	Unify start points (e.g. for tethered sperm):	false
	XY PRECISION AND GAUSS FITS
	Filter out points with unaccepted normal gauss fit:	false
	Max vector length [points]:	20
	Normal vector radius [um]:	6.000000
	Exclude head points from correction / deletion (initial 0 points):	false
	Smooth normal for xy fit:	true
	SMOOTHING
	Z smoothing method:	median
	Accepted xy distance for fit-width-smoothing:	9.600000
	# points before or after individual point included in xy- and fit-width-smoothing:	15
	Maximum distance of points to find a reference vector:	6.400000
	ADDITIONAL CALCULATIONS:
	Curvature and dAngle Calcultion - distance of upstream reference point:	10.000000
	Grouped timesteps for fourier transform:	200
	Initial arclengths neglected for forier transform (µm):	0.000000
	Head rotation matrix radius (points):	10

RESULTS:
Angle Theta [°]:		2D
	0	56.069699
	1	66.402769
	2	60.659271
	3	57.007171
	4	101.606569
	5	93.252615
	6	104.175315
	7	104.175315
	8	108.326743
	9	106.519255
	10	100.048925
	11	99.013020
	12	100.947206
	13	98.435731
	14	88.081056
	15	61.931107
	16	62.932654
	17	59.804235
	18	78.296672
	19	60.114526
	20	63.058111
	21	59.630253
	22	75.597406
	23	77.003324
	24	66.274190
	25	74.078259
	26	97.030812
	27	76.125596
	28	97.399204
	29	100.849363
	30	103.088699
	31	105.938140
	32	102.582158
	33	99.076190
	34	94.366980
	35	96.577666
	36	87.522456
	37	68.215408
	38	74.794236
	39	84.519753
	40	57.672669
	41	60.607893
	42	65.089110
	43	66.479604
	44	60.671990
	45	68.003810
	46	76.083589
	47	75.956711
	48	89.377061
	49	70.874382
	50	96.353023
	51	92.136603
	52	104.156265
	53	106.703597
	54	98.138299
	55	97.645024
	56	99.307120
	57	99.543218
	58	94.775389
	59	114.269919
	60	81.363692
	61	87.577546
	62	68.059260
	63	66.700111
	64	63.154492
	65	67.088451
	66	65.817172
