Frequency results for the parameter Z: height of primary frequency peak

frame group	arc length (µm)
	0.000000	0.550000	1.100000	1.650000	2.200000	2.750000	3.300000	3.850000	4.400000	4.950000	5.500000	6.050000	6.600000	7.150000	7.700000	8.250000	8.800000	9.350000	9.900000	10.450000	11.000000	11.550000	12.100000	12.650000	13.200000	13.750000	14.300000	14.850000	15.400000	15.950000	16.500000	17.050000	17.600000	18.150000	18.700000	19.250000	19.800000	20.350000	20.900000	21.450000	22.000000	22.550000	23.100000	23.650000	24.200000	24.750000	25.300000	25.850000	26.400000	26.950000	27.500000	28.050000	28.600000	29.150000	29.700000	30.250000	30.800000	31.350000	31.900000	32.450000	33.000000	33.550000	34.100000	34.650000	35.200000	35.750000	36.300000	36.850000	37.400000	37.950000	38.500000	39.050000	39.600000	40.150000	40.700000	41.250000	41.800000	42.350000	42.900000	43.450000	44.000000	44.550000	45.100000	45.650000	46.200000	46.750000	47.300000	47.850000	48.400000	48.950000	49.500000	50.050000	50.600000	51.150000	51.700000	52.250000	52.800000	53.350000	53.900000	54.450000	55.000000	55.550000	56.100000	56.650000	57.200000	57.750000	58.300000	58.850000	59.400000	59.950000	60.500000	61.050000	61.600000	62.150000	62.700000	63.250000	63.800000	64.350000	64.900000	65.450000	66.000000	66.550000	67.100000	67.650000	68.200000	68.750000	69.300000	69.850000	70.400000	70.950000	71.500000	72.050000	72.600000	73.150000	73.700000	74.250000	74.800000	75.350000	75.900000	76.450000	77.000000	77.550000	78.100000	78.650000	79.200000	79.750000	80.300000	80.850000	81.400000	81.950000	82.500000	83.050000	83.600000	84.150000	84.700000	85.250000	85.800000	86.350000	86.900000	87.450000	88.000000	88.550000	89.100000	89.650000	90.200000	90.750000	91.300000	91.850000	92.400000	92.950000	93.500000	94.050000	94.600000	95.150000	95.700000	96.250000	96.800000	97.350000	97.900000	98.450000	99.000000	99.550000	100.100000	100.650000	101.200000	101.750000	102.300000	102.850000	103.400000	103.950000	104.500000	105.050000	105.600000	106.150000	106.700000	107.250000	107.800000	108.350000	108.900000	109.450000	110.000000	110.550000	111.100000	111.650000	112.200000	112.750000	113.300000	113.850000	114.400000	114.950000	115.500000	116.050000	116.600000	117.150000	117.700000	118.250000	118.800000	119.350000	119.900000	120.450000	121.000000	121.550000	122.100000	122.650000	123.200000	123.750000	124.300000	124.850000	125.400000	125.950000	126.500000	127.050000	127.600000	128.150000	128.700000	129.250000	129.800000	130.350000	130.900000	131.450000	132.000000	132.550000	133.100000	133.650000	134.200000	134.750000	135.300000	135.850000	136.400000	136.950000	137.500000	138.050000	138.600000	139.150000	139.700000	140.250000	140.800000	141.350000	141.900000	142.450000	143.000000	143.550000	144.100000	144.650000	145.200000	145.750000	146.300000	146.850000	147.400000	147.950000	148.500000	149.050000	149.600000	150.150000	150.700000	151.250000	151.800000	152.350000	152.900000	153.450000	154.000000	154.550000	155.100000	155.650000	156.200000	156.750000	157.300000	157.850000	158.400000	158.950000	159.500000	160.050000	160.600000	161.150000	161.700000	162.250000	162.800000	163.350000	163.900000	164.450000	165.000000	165.550000	166.100000	166.650000	167.200000	167.750000	168.300000	168.850000	169.400000	169.950000	170.500000	171.050000	171.600000	172.150000	172.700000	173.250000	173.800000	174.350000	174.900000	175.450000	176.000000	176.550000	177.100000	177.650000	178.200000	178.750000	179.300000	179.850000	180.400000	180.950000	181.500000	182.050000	182.600000	183.150000	183.700000	184.250000	184.800000	185.350000	185.900000	186.450000	187.000000	187.550000	188.100000	188.650000	189.200000	189.750000	190.300000	190.850000	191.400000	191.950000	192.500000	193.050000	193.600000	194.150000	194.700000	195.250000	195.800000	196.350000	196.900000	197.450000	198.000000	198.550000	199.100000	199.650000	200.200000	200.750000	201.300000	201.850000	202.400000	202.950000	203.500000	204.050000	204.600000	205.150000	205.700000	206.250000	206.800000	207.350000	207.900000	208.450000	209.000000	209.550000	210.100000	210.650000	211.200000	211.750000	212.300000	212.850000	213.400000	213.950000	214.500000	215.050000	215.600000	216.150000	216.700000	217.250000	217.800000	218.350000	218.900000	219.450000	220.000000	220.550000	221.100000	221.650000	222.200000	222.750000	223.300000	223.850000	224.400000	224.950000	225.500000	226.050000	226.600000	227.150000	227.700000	228.250000	228.800000	229.350000	229.900000	230.450000	231.000000	231.550000	232.100000	232.650000	233.200000	233.750000	234.300000	234.850000	235.400000	235.950000	236.500000	237.050000	237.600000	238.150000	238.700000	239.250000	239.800000	240.350000	240.900000	241.450000	242.000000	242.550000	243.100000	243.650000	244.200000	244.750000	245.300000	245.850000	246.400000	246.950000	247.500000	248.050000	248.600000	249.150000	249.700000	250.250000	250.800000	251.350000	251.900000	252.450000	253.000000	253.550000	254.100000	254.650000	255.200000	255.750000	256.300000	256.850000	257.400000	257.950000	258.500000	259.050000	259.600000	260.150000	260.700000	261.250000	261.800000	262.350000	262.900000	263.450000	264.000000	264.550000	265.100000	265.650000	266.200000	266.750000	267.300000	267.850000	268.400000	268.950000	269.500000	270.050000	270.600000	271.150000	271.700000	272.250000	272.800000	273.350000	273.900000	274.450000	275.000000	275.550000	276.100000	276.650000	277.200000	277.750000	278.300000	278.850000	279.400000	279.950000	280.500000	281.050000	281.600000	282.150000	282.700000	283.250000	283.800000	284.350000	284.900000	285.450000	286.000000	286.550000	287.100000	287.650000	288.200000	288.750000	289.300000	289.850000	290.400000	290.950000	291.500000	292.050000	292.600000	293.150000	293.700000	294.250000	294.800000	295.350000	295.900000	296.450000	297.000000	297.550000	298.100000	298.650000	299.200000	299.750000	300.300000	300.850000	301.400000	301.950000	302.500000	303.050000	303.600000	304.150000	304.700000	305.250000	305.800000	306.350000	306.900000	307.450000	308.000000	308.550000	309.100000	309.650000	310.200000	310.750000	311.300000	311.850000	312.400000	312.950000	313.500000	314.050000	314.600000	315.150000	315.700000	316.250000	316.800000	317.350000	317.900000	318.450000	319.000000	319.550000	320.100000	320.650000	321.200000	321.750000	322.300000	322.850000	323.400000	323.950000	324.500000	325.050000	325.600000	326.150000	326.700000	327.250000	327.800000	328.350000	328.900000	329.450000	330.000000	330.550000	331.100000	331.650000	332.200000	332.750000	333.300000	333.850000	334.400000	334.950000	335.500000	336.050000	336.600000	337.150000	337.700000	338.250000	338.800000	339.350000	339.900000	340.450000	341.000000	341.550000	342.100000	342.650000	343.200000	343.750000	344.300000	344.850000	345.400000	345.950000	346.500000	347.050000	347.600000	348.150000	348.700000	349.250000	349.800000	350.350000	350.900000	351.450000	352.000000	352.550000	353.100000	353.650000	354.200000	354.750000	355.300000	355.850000	356.400000	356.950000	357.500000	358.050000	358.600000	359.150000	359.700000	360.250000	360.800000	361.350000	361.900000	362.450000	363.000000	363.550000	364.100000	364.650000	365.200000	365.750000	366.300000	366.850000	367.400000	367.950000	368.500000	369.050000	369.600000	370.150000	370.700000	371.250000	371.800000	372.350000	372.900000	373.450000	374.000000	374.550000	375.100000	375.650000	376.200000	376.750000	377.300000	377.850000	378.400000	378.950000	379.500000	380.050000	380.600000	381.150000	381.700000	382.250000	382.800000	383.350000	383.900000	384.450000	385.000000	385.550000	386.100000	386.650000	387.200000	387.750000	388.300000	388.850000	389.400000	389.950000	390.500000	391.050000	391.600000	392.150000	392.700000	393.250000	393.800000	394.350000	394.900000	395.450000	396.000000	396.550000	397.100000	397.650000	398.200000	398.750000	399.300000	399.850000	400.400000	400.950000	401.500000	402.050000	402.600000	403.150000	403.700000	404.250000	404.800000	405.350000	405.900000	406.450000
0-200	161.467954	135.277182	109.086409	109.086409	66.857802	66.857802	30.423098	30.423098	30.423098	26.296496	25.005412	24.325629	21.838983	18.135720	17.344274	17.001030	15.688155	14.079710	12.769311	12.123176	11.578963	11.351556	11.351556	11.351556	11.558687	13.068357	14.253226	14.396574	14.396574	14.396574	13.386651	13.386651	13.386651	13.543279	15.586757	16.197896	16.197896	16.197896	14.763011	13.727619	13.727619	13.727619	13.727619	13.727619	12.983663	11.998559	11.482324	11.482324	11.482324	11.482324	11.482324	11.482324	11.482324	12.217150	13.635674	14.840965	16.101750	17.026570	17.151699	17.223175	17.262813	17.262813	17.262813	16.612367	15.351919	14.029929	14.029929	14.029929	16.423447	16.423447	16.423447	15.139321	14.983851	14.983851																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
1-201	161.519574	135.387324	109.255074	109.255074	64.630694	64.630694	27.951022	27.951022	27.951022	24.127507	23.348233	23.118920	21.040306	17.695684	17.278466	16.973622	15.696449	14.133721	12.824566	12.069976	11.537123	11.313545	11.313545	11.313545	11.537115	13.081078	14.212740	14.242789	14.242789	14.242789	13.428828	13.428828	13.428828	13.561129	15.640882	16.271744	16.271744	16.271744	14.793529	13.783305	13.783305	13.783305	13.783305	13.783305	13.099388	12.120161	11.711001	11.711001	11.711001	11.711001	11.711001	11.711001	11.711001	12.215283	13.629726	14.838754	16.098808	17.026631	17.152739	17.206977	17.295051	17.295051	17.295051	16.897997	15.683151	14.103120	14.103120	14.103120	16.229933	16.229933	16.229933	14.715009	14.552534	14.552534																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
2-202	161.128040	135.154638	109.181236	109.181236	66.784811	66.784811	26.300452	26.300452	26.300452	22.569461	22.215673	22.215673	20.313865	17.163168	17.066190	16.813431	15.571159	13.999499	12.728122	11.978297	11.457807	11.261157	11.261157	11.261157	11.532970	13.032782	14.176260	14.310021	14.310021	14.310021	13.347303	13.347303	13.347303	13.647925	15.721508	16.343468	16.343468	16.343468	14.853742	13.799746	13.799746	13.799746	13.799746	13.799746	13.117218	12.143958	11.742914	11.742914	11.742914	11.742914	11.702106	11.702106	11.702106	12.250306	13.670286	14.875861	16.132028	17.059270	17.185084	17.238382	17.316691	17.316691	17.316691	16.957200	15.742838	14.118301	14.118301	14.118301	16.207632	16.207632	16.207632	14.702995	14.541105	14.541105																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
3-203	166.619185	137.677759	108.736333	108.736333	61.166340	61.166340	25.271626	25.271626	25.271626	22.285965	21.471073	20.874815	18.408919	15.812039	15.812039	14.517773	12.836554	12.430116	11.910250	10.523248	10.523248	10.523248	10.626722	11.219568	11.908391	13.323373	14.388061	14.388061	14.388061	14.370616	13.310402	13.310402	13.310402	13.716849	15.794715	16.316883	16.316883	16.316883	14.797504	13.916489	13.916489	13.916489	13.916489	13.916489	13.252505	12.288138	11.885545	11.885545	11.885545	11.885545	11.738442	11.738442	11.738442	12.294866	13.726271	14.939598	16.195841	17.112372	17.217716	17.246527	17.306917	17.306917	17.306917	16.936683	15.722465	14.149463	14.149463	14.149463	16.171894	16.171894	16.171894	14.701814	14.543935	14.543935																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
4-204	166.823162	137.904051	108.984940	108.984940	71.560321	71.560321	16.856721	16.856721	16.856721	18.983583	18.983583	18.983583	17.403030	17.403030	17.403030	15.846501	13.706913	12.858341	12.155302	10.848109	10.724433	10.724433	10.724433	11.138337	11.818678	13.367614	14.434136	14.434136	14.434136	14.379633	13.316752	13.316752	13.316752	13.783829	15.805453	16.268740	16.268740	16.268740	14.737929	14.105601	14.105601	14.105601	14.105601	14.105601	13.477159	12.502392	11.769833	11.769833	11.769833	11.769833	11.769833	11.769833	11.769833	12.318594	13.739017	14.948405	16.208855	17.126752	17.229409	17.252006	17.296665	17.296665	17.296665	16.979416	15.748692	14.126495	14.126495	14.126495	16.149983	16.149983	16.149983	14.754480	14.651467	14.651467																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
5-205	112.519469	110.822528	109.125588	109.125588	71.469257	71.469257	17.204913	17.204913	17.204913	17.204913	17.204913	16.061462	15.934730	15.934730	15.934730	14.813931	12.899736	12.644163	11.996846	11.063101	10.891959	10.891959	10.891959	11.120787	11.804126	13.308146	14.377687	14.377687	14.377687	14.371650	13.318575	13.318575	13.318575	13.802161	15.842629	16.350548	16.350548	16.350548	14.826287	14.140524	14.140524	14.140524	14.140524	14.140524	13.498604	12.519393	11.739380	11.739380	11.739380	11.739380	11.739380	11.739380	11.739380	12.316689	13.735360	14.934398	16.184941	17.094654	17.185059	17.197496	17.233771	17.233771	17.233771	16.976506	15.748424	14.092089	14.092089	14.092089	16.109613	16.109613	16.109613	14.910925	14.716033	14.259257	14.259257																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
6-206	112.119859	111.314008	110.508157	110.508157	71.954158	71.954158	17.576866	17.173236	17.173236	17.173236	15.084146	15.084146	15.084146	15.528594	15.528594	15.528594	13.417822	12.069390	11.579759	10.996570	10.828729	10.828729	10.828729	11.273831	11.952609	13.176845	14.250176	14.294521	14.294521	14.294521	13.346619	13.346619	13.346619	13.806356	15.845314	16.374462	16.374462	16.374462	14.857652	14.104614	14.104614	14.104614	14.104614	14.104614	13.484662	12.512919	11.729497	11.729497	11.729497	11.729497	11.729497	11.729497	11.729497	12.148915	13.574716	14.780560	16.036856	16.961233	17.066313	17.092727	17.125927	17.125927	17.125927	16.863160	15.634425	14.093879	14.093879	14.093879	16.091515	16.091515	16.091515	14.911691	14.706302	13.860589	13.860589	13.860589																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
7-207	112.151222	111.691562	111.231903	111.231903	71.898223	71.898223	17.956745	14.214373	13.580849	13.580849	13.580849	14.064379	15.234284	15.742680	15.742680	15.742680	13.575542	11.779169	11.322088	10.727660	10.611782	10.611782	10.611782	11.137699	11.825118	13.037397	14.130915	14.236386	14.236386	14.236386	13.369971	13.369971	13.369971	13.866781	15.922967	16.584641	16.584641	16.584641	15.095131	14.528410	14.528410	14.528410	14.528410	14.528410	14.159532	13.245875	12.165858	11.904044	11.904044	11.904044	11.638382	11.638382	11.638382	12.014598	13.440764	14.640906	15.865784	16.795513	16.893859	16.893859	16.893859	17.028507	17.028507	17.028507	15.728434	14.285250	14.285250	14.285250	15.728488	15.728488	15.728488	14.650904	14.422943	13.356143	13.356143	13.356143																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
8-208	112.555515	90.629616	68.703717	68.703717	27.629122	21.342298	17.607319	13.350197	13.010484	13.010484	13.010484	13.010484	13.359615	13.793004	13.793004	13.793004	12.377296	11.525592	11.277043	10.639714	10.564861	10.564861	10.564861	11.122823	11.821751	13.042004	14.133739	14.228796	14.228796	14.228796	13.437611	13.437611	13.437611	13.870636	15.936183	16.535321	16.535321	16.535321	15.040203	14.365996	14.365996	14.365996	14.365996	14.365996	14.005426	13.111747	12.033757	11.809461	11.809461	11.809461	11.557118	11.557118	11.557118	12.008754	13.427051	14.620443	15.844074	16.771512	16.886356	16.903222	16.918338	17.114970	17.114970	17.114970	15.807346	14.308996	14.308996	14.308996	15.741638	15.741638	15.741638	14.704898	14.498984	13.448004	13.448004	13.448004																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
9-209	94.743871	71.076996	47.410120	36.356692	27.226071	20.948945	18.059826	15.371675	14.760208	13.943163	13.943163	13.943163	14.299004	14.471122	14.471122	14.471122	12.623140	11.658220	11.387916	10.761669	10.674248	10.674248	10.674248	11.246972	11.956633	13.030983	14.128385	14.219964	14.219964	14.219964	13.242603	13.242603	13.242603	13.867936	15.979096	16.623181	16.623181	16.623181	15.107725	14.370385	14.370385	14.370385	14.370385	14.370385	14.020040	13.124484	12.044895	11.811500	11.811500	11.811500	11.559398	11.559398	11.559398	12.050852	13.482971	14.683416	15.904364	16.831265	16.889378	16.889378	16.889378	17.133113	17.133113	17.133113	15.826296	14.297870	14.297870	14.297870	15.747539	15.747539	15.747539	14.703361	14.498075	13.434413	13.434413	13.434413																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
